,HomePlanet_Earth,HomePlanet_Europa,HomePlanet_Mars,Destination_55 Cancri e,Destination_PSO J318.5-22,Destination_TRAPPIST-1e,Deck_A,Deck_B,Deck_C,Deck_D,Deck_E,Deck_F,Deck_G,Deck_T,Side_P,Side_S,CryoSleep,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,Cab_num
1630,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,27,0,0,0,0,0,0,1,342
1631,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,52,0,1279,0,1061,359,0,0,54
1632,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,38,0,553,0,0,87,243,0,280
1633,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,26,0,21,0,499,568,0,1,343
1634,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,17,0,68,0,0,0,795,1,106
1635,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,17,0,0,0,0,0,0,1,281
1636,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,20,0,1,808,0,0,0,1,281
1637,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,15,0,1336,108,0,0,0,0,344
1638,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,30,0,0,0,0,0,0,1,283
1639,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,22,0,0,0,0,0,0,0,284
1640,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,18,0,0,0,19,467,0,0,129
1641,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,22,0,0,0,0,0,0,1,268
1642,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,20,0,0,0,0,0,0,1,269
1643,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,22,0,762,13,10,0,0,0,270
1644,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,34,1,49,478,387,0,0,0,55
1645,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,28,0,0,1310,0,221,6064,0,130
1646,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,50,0,0,0,0,0,0,1,331
1647,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,19,0,0,0,496,13,0,1,271
1648,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,21,0,0,0,0,2,807,0,287
1649,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,287
1650,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,4,0,0,0,0,0,0,1,287
1651,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,59,0,0,0,0,0,0,0,288
1652,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,15,0,1006,1,0,0,308,1,333
1653,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,24,0,0,0,0,0,0,1,272
1654,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,26,0,0,0,0,0,0,0,273
1655,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,67,0,26,809,0,39,26,0,334
1656,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,55,0,587,0,0,318,3,0,274
1657,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,50,0,742,21,10,26,4,0,336
1658,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,23,0,145,490,17,49,1,0,347
1659,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,21,0,2400,7,0,20,0,1,132
1660,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,15,0,104,0,0,174,253,0,275
1661,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,41,0,0,3240,0,59,0,1,133
1662,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,59,0,0,0,0,0,0,1,337
1663,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,18,0,0,0,0,0,0,0,134
1664,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,21,0,112,0,0,0,1333,0,338
1665,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,14,0,0,0,0,0,0,1,65
1666,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,50,0,3677,782,0,6,1168,1,65
1667,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,32,0,2973,3368,124,57,42,1,65
1668,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,46,0,0,0,0,0,0,1,65
1669,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,27,0,0,24,0,732,0,0,276
1670,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,58,0,0,0,0,0,0,1,339
1671,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,15,0,0,0,0,0,0,1,75
1672,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,35,0,0,338,436,0,0,1,291
1673,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,30,0,1220,0,49,39,0,0,348
1674,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,30,0,0,0,0,0,0,1,135
1675,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,43,0,0,0,870,0,14,1,277
1676,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,21,0,0,0,809,0,0,0,278
1677,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,15,0,0,0,0,0,0,0,279
1678,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,37,0,164,603,0,0,11,1,349
1679,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,28,0,0,11026,0,0,12,1,66
1680,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,28,0,0,0,0,0,0,0,82
1681,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,40,0,596,0,135,73,0,0,341
1682,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,42,0,28,0,0,0,591,0,281
1683,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,21,0,0,0,0,0,0,0,281
1684,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,31,0,0,0,0,0,0,0,107
1685,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,51,0,28,94,0,34,638,0,342
1686,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,73,0,27,2,71,1208,0,0,352
1687,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,26,0,0,0,0,0,0,1,67
1688,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,33,0,0,0,0,0,0,1,57
1689,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,39,0,1,275,33,376,105,0,137
1690,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,19,0,5,639,0,84,180,0,295
1691,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,12,0,0,0,0,0,0,1,283
1692,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,10,0,0,0,0,0,0,0,283
1693,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,283
1694,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,283
1695,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,283
1696,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,33,0,0,0,2,787,1,0,109
1697,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,23,0,0,169,0,553,0,0,354
1698,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,5,0,0,0,0,0,0,1,355
1699,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,24,0,0,0,0,0,0,1,284
1700,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,26,0,0,0,0,0,0,0,138
1701,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,30,0,0,3722,4,140,4045,0,58
1702,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,33,0,0,763,8,2,30,0,346
1703,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,56,0,4694,0,2661,51,0,0,356
1704,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,25,0,0,0,0,0,0,1,285
1705,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,27,0,928,20,0,0,0,0,347
1706,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,25,0,9,852,73,12,57,1,357
1707,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,18,0,0,0,454,0,263,0,358
1708,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,60,1,1891,640,0,360,52,1,68
1709,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,41,0,0,2334,1,6,23,1,68
1710,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,16,0,112,0,38,77,443,0,349
1711,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,17,0,0,0,0,0,0,1,297
1712,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,26,0,0,4,361,0,19,0,298
1713,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,31,0,2,811,0,0,0,1,299
1714,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,67,0,143,68,496,182,9,1,82
1715,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,16,0,0,231,569,2,0,0,351
1716,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,24,0,0,94,1,56,427,0,352
1717,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,19,0,0,1333,3,624,254,1,361
1718,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,48,0,0,3578,80,123,0,1,56
1719,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,30,0,1,6398,0,2,295,1,56
1720,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,22,0,0,8882,21,2204,19,1,56
1721,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,28,1,0,4424,3,207,1572,1,56
1722,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,23,0,0,0,0,0,0,1,56
1723,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,29,0,0,699,0,0,1955,0,56
1724,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,22,0,0,0,0,0,0,0,288
1725,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,48,0,140,127,0,4102,521,0,61
1726,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,26,0,17,0,1582,0,0,1,354
1727,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,23,0,1639,1218,0,1,0,1,362
1728,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,55,0,1104,0,0,0,0,0,365
1729,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,46,0,2249,153,137,0,194,0,112
1730,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,38,0,0,0,0,0,1381,0,355
1731,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,2,0,0,0,0,0,0,1,289
1732,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,3,0,0,0,0,0,0,1,289
1733,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,20,0,0,0,0,788,16,0,366
1734,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,65,0,5,317,0,0,123,0,290
1735,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,27,0,181,0,2,0,663,0,291
1736,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,25,0,113,0,0,1282,0,0,367
1737,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,54,0,0,316,257,0,0,0,356
1738,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,25,0,0,0,1,735,25,0,356
1739,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,14,0,0,0,0,0,0,1,302
1740,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,53,0,0,13527,0,0,771,1,22
1741,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,303
1742,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,39,0,0,43,864,0,85,0,113
1743,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,22,0,8,710,0,27,0,1,368
1744,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,31,0,120,0,657,52,0,0,63
1745,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,24,0,0,0,0,0,0,1,357
1746,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,35,1,0,1,0,0,3156,0,13
1747,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,35,0,95,3441,0,391,318,0,13
1748,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,32,0,0,0,0,0,0,1,358
1749,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,61,0,953,415,974,0,133,0,358
1750,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,58,0,14,0,1081,0,0,1,370
1751,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,26,0,1752,22,0,4,0,0,64
1752,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,4,0,0,0,0,0,0,0,292
1753,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,292
1754,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,8,0,0,0,0,0,0,1,292
1755,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,7,0,0,0,0,0,0,0,292
1756,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,25,0,0,60,0,646,1115,0,292
1757,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,6,0,0,0,0,0,0,0,292
1758,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,29,0,0,0,0,0,865,0,371
1759,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,64,0,0,0,0,0,0,1,372
1760,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,31,0,0,1983,0,172,52,1,70
1761,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,25,0,0,0,0,0,0,0,139
1762,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,30,0,0,0,0,0,0,1,293
1763,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,305
1764,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,29,0,0,0,0,486,1479,0,374
1765,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,37,0,28,25,26,806,3,0,306
1766,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,49,0,0,0,0,724,0,0,375
1767,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,36,0,0,583,1789,19,1009,0,58
1768,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,20,0,470,128,0,0,9,0,376
1769,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,20,0,2215,0,0,86,0,1,377
1770,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,18,0,0,16263,72,0,15,1,71
1771,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,17,0,0,0,0,0,0,1,82
1772,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,48,0,0,0,0,0,0,0,140
1773,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,26,0,0,3,176,611,0,0,141
1774,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,35,0,0,88,718,46,0,0,295
1775,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,30,0,116,0,0,728,29,1,361
1776,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,22,0,0,0,22,0,702,0,378
1777,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,5,0,0,0,0,0,0,0,307
1778,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,43,0,0,0,0,0,0,0,308
1779,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,52,0,0,0,0,0,0,0,142
1780,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,50,0,5,809,0,309,731,1,59
1781,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,29,0,4,841,0,363,1107,1,82
1782,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,19,0,0,748,158,5037,44,0,59
1783,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,39,0,0,10153,1,78,5063,1,72
1784,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,38,0,0,354,0,1806,0,1,72
1785,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,21,0,0,0,0,0,0,0,296
1786,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,25,0,11,44,397,0,0,0,297
1787,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,42,0,0,0,0,0,0,1,14
1788,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,36,0,0,0,0,0,0,1,14
1789,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,19,0,42,0,345,1431,0,0,298
1790,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,42,0,0,0,0,0,0,0,309
1791,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,40,0,1465,39,0,0,1225,0,364
1792,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,14,0,0,0,0,0,0,0,299
1793,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,50,0,0,1810,0,126,247,0,60
1794,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,18,0,1218,0,34,1095,0,0,115
1795,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,46,0,8,652,0,5,90,0,300
1796,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,27,0,0,51,0,37,704,0,116
1797,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,15,0,0,0,0,0,0,1,61
1798,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,22,0,1744,79,0,12,1514,0,61
1799,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,23
1800,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,52,0,0,0,0,0,0,1,23
1801,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,38,0,34,2043,0,1339,0,1,23
1802,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,46,0,731,0,288,0,2,0,117
1803,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,23,0,0,0,0,0,0,0,303
1804,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,63,0,0,4286,18,4,872,1,65
1805,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,24,0,0,0,0,0,0,1,65
1806,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,50,0,0,0,0,0,0,0,304
1807,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,20,0,0,0,0,0,0,0,305
1808,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,55,0,2424,0,1,0,284,0,66
1809,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,21,0,0,0,107,166,388,1,144
1810,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,56,0,0,0,0,0,0,1,73
1811,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,45,0,10,0,0,0,0,1,118
1812,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,18,0,0,0,0,0,0,0,307
1813,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,47,0,7,877,17,0,0,0,368
1814,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,36,0,0,0,1508,110,117,1,369
1815,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,57,1,975,0,295,39,0,0,385
1816,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,13,0,3037,10,43,0,0,0,62
1817,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,27,0,120,0,1476,3,0,0,386
1818,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,20,0,717,0,0,0,0,0,370
1819,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,47,0,0,444,328,56,0,0,312
1820,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,15,0,0,0,787,0,0,0,120
1821,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,34,0,0,0,53,731,0,0,313
1822,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,21,0,942,0,0,0,7,0,372
1823,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,51,0,0,0,0,101,1357,0,374
1824,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,23,0,382,0,398,8,0,0,121
1825,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,58,0,0,0,0,0,717,0,387
1826,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,37,0,2765,0,1134,0,0,0,68
1827,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,44,0,708,0,5,0,74,1,68
1828,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,25,0,0,0,0,0,0,0,309
1829,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,15,0,0,0,0,0,0,1,66
1830,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,40,0,0,382,0,1,3822,0,66
1831,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,29,0,0,433,4899,393,260,1,66
1832,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,36,0,0,0,0,0,0,1,122
1833,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,21,0,0,0,677,4,0,1,122
1834,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,35,0,302,6,0,6,613,1,315
1835,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,24,0,3,361,94,824,160,0,390
1836,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,316
1837,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,316
1838,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,43,0,0,0,0,1200,17,0,391
1839,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,63,0,0,869,1,375,3377,0,74
1840,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,30,0,0,0,0,0,0,1,318
1841,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,38,0,0,0,0,0,0,1,319
1842,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,27,0,0,21066,0,2448,2293,1,75
1843,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,54,0,3,0,56,633,0,0,375
1844,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,39,0,0,0,0,0,0,1,24
1845,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,41,0,3702,0,1,0,18,0,63
1846,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,22,0,0,0,0,10,761,0,310
1847,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,23,0,0,8037,0,1,2,1,82
1848,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,34,0,15,3578,0,0,473,1,82
1849,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,26,1,0,0,0,0,0,1,82
1850,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,39,0,1,2972,0,3175,1,0,82
1851,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,15,0,0,0,0,0,0,1,82
1852,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,64,0,0,0,0,0,0,1,82
1853,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,25,0,0,0,0,0,0,1,82
1854,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,35,0,0,0,0,0,0,1,393
1855,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,19,0,0,0,0,0,0,1,311
1856,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,26,0,401,0,693,62,0,0,376
1857,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,3,0,0,0,0,0,0,1,312
1858,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,29,0,1434,5,0,0,0,0,312
1859,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,44,0,0,0,0,0,0,1,312
1860,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,27,0,196,602,0,0,198,0,124
1861,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,17,0,414,0,139,28,173,0,320
1862,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,37,0,0,3166,0,91,6,1,82
1863,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,19,0,0,0,0,0,0,1,394
1864,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,44,0,0,0,0,0,0,0,321
1865,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,22,0,0,0,30,499,138,0,378
1866,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,22,0,213,85,352,12,1,1,146
1867,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,21,0,0,0,0,0,0,1,379
1868,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,31,0,1062,0,802,71,0,0,380
1869,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,17,0,0,0,249,537,5,1,125
1870,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,30,0,231,0,0,274,26,0,314
1871,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,15,0,12,25,197,631,0,0,381
1872,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,42,0,37,1670,0,0,0,1,315
1873,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,55,0,373,1,1,496,0,0,383
1874,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,28,0,5,2676,13,0,157,1,76
1875,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,33,0,673,194,548,59,40,0,396
1876,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,19,0,3,6,20,60,719,0,323
1877,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,24,0,0,856,0,0,5,0,386
1878,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,4,0,0,0,0,0,0,0,317
